instance;Del;Order;Cust;Driver;Load;ArrDock;FinDock;ArrDel;Waiting;StartDel;FinDel;ELT;LTW;Cap;rank;Prev;TravelToDock;Dock;TravelToDel;Next;Depot
20231217;34;0;0;0;8;441.857;448.714;482.331;-2.33095;482.331;498.331;480;572;8;100000;0;18.1683;49;23.6167;58;1
20231217;35;0;0;6;8;475;481.857;515.474;-17.1429;515.474;531.474;480;572;8;100000;12;0;50;23.6167;51;1
20231217;36;1;1;6;8;574.428;579.945;600;0;600;616;600;708;8;100000;35;21.34;51;10.055;13;0
20231217;37;1;1;0;8;642.428;647.945;668;-20;668;684;600;708;8;100000;43;23.4233;52;10.055;1;0
20231217;38;1;1;1;8;606.428;611.945;632;-16;632;648;600;708;8;100000;39;23.4233;53;10.055;3;0
20231217;39;2;2;1;3;460;462.069;493.287;-13.2873;493.287;499.287;480;620;8;100000;2;0;54;21.2183;53;0
20231217;40;2;2;2;8;468.105;473.622;504.841;-5.55328;504.841;520.841;480;620;8;100000;45;22.105;55;21.2183;5;0
20231217;41;2;2;3;8;484.105;489.622;520.841;0;520.841;536.841;480;620;8;100000;46;22.105;56;21.2183;7;0
20231217;42;3;2;5;8;566.264;571.782;603;0;603;619;480;620;8;100000;48;22.105;57;21.2183;11;0
20231217;43;3;2;0;8;540.264;545.782;577;-40.1594;577;593;480;620;8;100000;34;21.34;58;21.2183;52;0
20231217;44;3;2;4;5;558.333;561.782;593;0;593;603;480;620;8;100000;47;22.105;59;21.2183;9;0
20231217;45;4;3;2;8;396.638;403.495;420;0;420;436;420;544;8;100000;4;0;60;6.505;55;1
20231217;46;4;3;3;8;412.638;419.495;436;0;436;452;420;544;8;100000;6;0;61;6.505;56;1
20231217;47;4;3;4;8;435;441.857;458.362;-6.36214;458.362;474.362;420;544;8;100000;8;0;62;6.505;59;1
20231217;48;4;3;5;8;450.638;457.495;474;0.362143;474.362;490.362;420;544;8;100000;10;0;63;6.505;57;1
